GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,z,MASS_P50,HIMASS_LIM
27062,252890,J155631.55+060253.3,1822,53172,479,239.1315,6.048141,0.04518,10.352,8.55
29475,254030,J155634.20+073817.6,1728,53228,305,239.14253,7.638242,0.04562,10.353,8.55
47446,720358,J155636.27+200213.2,2173,53874,282,239.15112,20.037006,0.04966,10.263,8.5
21023,255238,J155636.91+272911.9,1391,52817,183,239.15382,27.486654,0.04153,10.322,8.52
27803,255241,J155638.44+305221.3,1579,53473,516,239.16019,30.872587,0.0472,10.312,8.51
1577,253905,J155638.93+002104.0,343,51692,511,239.16225,0.351136,0.03252,10.231,8.5
10785,253422,J155639.93+031609.8,595,52023,468,239.1664,3.269404,0.04623,10.072,8.5
27804,255242,J155641.17+312142.9,1579,53473,522,239.17157,31.361938,0.04755,10.395,8.6
31567,255243,J155642.11+231549.6,1851,53524,287,239.17549,23.263784,0.04576,10.092,8.5
47270,720364,J155645.59+175453.1,2170,53875,552,239.18999,17.91476,0.04768,10.402,8.6
28426,255246,J155647.55+253349.1,1655,53523,214,239.19817,25.563662,0.03089,10.214,8.5
47462,720365,J155648.38+201443.6,2173,53874,308,239.20158,20.245468,0.04537,10.292,8.5
47328,720366,J155648.71+215500.5,2171,53557,148,239.20297,21.91682,0.0416,10.245,8.5
39921,716477,J155650.46+074342.9,1727,53859,636,239.21027,7.728608,0.03953,10.076,8.5
31582,255248,J155652.39+245659.9,1851,53524,368,239.2183,24.949987,0.04303,10.103,8.5
28427,255251,J155652.74+253407.0,1655,53523,220,239.21979,25.568613,0.03173,10.879,9.08
28423,255254,J155653.75+254052.4,1655,53523,163,239.22395,25.681236,0.04559,10.345,8.55
21158,727346,J155658.65+315434.8,1404,52825,251,239.2444,31.909685,0.04786,11.073,9.27
47454,720371,J155659.94+201018.3,2173,53874,294,239.24979,20.171755,0.04616,10.029,8.5
1575,253906,J155702.09+001253.4,343,51692,502,239.25874,0.214835,0.03251,10.118,8.5
47455,720372,J155702.15+200819.1,2173,53874,296,239.25896,20.13865,0.04581,10.28,8.5
47438,720373,J155702.78+201219.1,2173,53874,249,239.2616,20.205318,0.04928,10.79,8.99
47177,255419,J155704.39+173731.9,2170,53875,38,239.2683,17.625553,0.03708,10.703,8.9
47437,720375,J155706.13+200311.3,2173,53874,248,239.27557,20.05315,0.03317,10.143,8.5
27805,255261,J155707.91+305518.7,1579,53473,538,239.283,30.921864,0.04724,10.081,8.5
31587,255262,J155710.94+242022.8,1851,53524,428,239.2956,24.33967,0.04322,10.46,8.66
47435,720378,J155712.77+200215.1,2173,53874,245,239.3032,20.037539,0.04945,10.11,8.5
29469,254034,J155716.50+083252.5,1728,53228,251,239.31879,8.547935,0.04691,10.208,8.5
29482,715159,J155718.45+085808.3,1728,53228,369,239.3269,8.968977,0.04347,10.201,8.5
47278,720383,J155718.58+180316.4,2170,53875,595,239.32742,18.054571,0.04505,10.675,8.88
21175,255269,J155720.89+331243.9,1404,52825,573,239.33707,33.21221,0.04787,10.034,8.5
21166,255270,J155721.28+325731.6,1404,52825,482,239.33867,32.95879,0.04837,10.049,8.5
42337,727349,J155721.42+242427.9,1850,53786,19,239.33926,24.407774,0.04335,10.857,9.06
42412,252345,J155725.27+244332.0,1850,53786,619,239.35533,24.725557,0.0413,10.574,8.77
47275,720386,J155726.10+181341.0,2170,53875,584,239.3588,18.228058,0.04547,10.254,8.5
27780,10104,J155727.90+300335.4,1579,53473,104,239.36629,30.059855,0.03277,10.289,8.5
38293,255423,J155729.05+162942.8,2196,53534,271,239.37106,16.49523,0.03877,10.07,8.5
38295,255424,J155731.97+161654.1,2196,53534,276,239.38321,16.281704,0.03814,10.075,8.5
47174,720391,J155732.85+173744.6,2170,53875,32,239.38689,17.629059,0.04413,10.569,8.77
47441,720392,J155733.02+195943.6,2173,53874,257,239.38762,19.99546,0.0351,10.727,8.93
1576,253908,J155733.49+001858.1,343,51692,507,239.38957,0.316176,0.03216,10.156,8.5
47277,251371,J155735.21+180141.4,2170,53875,592,239.39671,18.028173,0.0314,10.355,8.56
38304,251743,J155736.70+160802.8,2196,53534,308,239.40292,16.134113,0.03545,10.679,8.88
28417,255278,J155738.99+251750.7,1655,53523,128,239.41246,25.297426,0.04216,10.587,8.79
47273,251497,J155740.36+181119.0,2170,53875,581,239.4182,18.188631,0.04818,10.888,9.09
21022,252346,J155743.53+272753.0,1391,52817,147,239.43138,27.464725,0.03155,10.773,8.97
47442,720397,J155744.07+201201.0,2173,53874,258,239.43364,20.200287,0.04854,10.058,8.5
47274,720398,J155744.08+180647.0,2170,53875,583,239.43369,18.113058,0.04363,10.16,8.5
38288,251498,J155746.49+162224.4,2196,53534,265,239.44374,16.373447,0.03619,10.438,8.64
47282,720401,J155749.35+184418.4,2170,53875,606,239.45566,18.73847,0.04633,10.222,8.5
47276,720402,J155751.21+180435.1,2170,53875,590,239.4634,18.07643,0.04613,10.585,8.79
38297,251744,J155751.36+162144.3,2196,53534,278,239.464,16.362328,0.03826,10.569,8.77
31156,254039,J155752.01+041544.3,1837,53494,308,239.46674,4.262314,0.02575,10.677,8.88
47175,720403,J155753.49+174626.7,2170,53875,34,239.47292,17.774105,0.04832,10.751,8.95
38328,255430,J155754.42+163139.8,2196,53534,396,239.47679,16.527729,0.03787,10.161,8.5
29487,251374,J155754.56+092435.7,1728,53228,391,239.47736,9.409935,0.0428,11.168,9.37
47293,720406,J155756.28+180703.0,2170,53875,637,239.48454,18.117523,0.04478,10.37,8.57
29489,254041,J155757.84+092222.4,1728,53228,398,239.491,9.372895,0.04232,10.114,8.5
10760,253587,J155758.54+024810.8,595,52023,180,239.49393,2.803026,0.04762,10.12,8.5
47286,720407,J155758.72+181234.2,2170,53875,622,239.4947,18.209505,0.04713,10.133,8.5
21191,255285,J155759.82+350808.5,1417,53141,73,239.49927,35.1357,0.03096,10.783,8.98
27075,252895,J155802.20+064508.5,1822,53172,586,239.50919,6.752362,0.04521,10.242,8.5
38289,252215,J155802.78+162051.3,2196,53534,266,239.5116,16.347609,0.03616,10.614,8.81
47397,720409,J155802.79+225645.4,2171,53557,601,239.51166,22.945946,0.04503,10.064,8.5
47285,720410,J155803.13+180527.3,2170,53875,621,239.51308,18.090921,0.0463,10.278,8.5
38281,255433,J155805.09+161332.6,2196,53534,235,239.52122,16.22574,0.03655,10.104,8.5
47291,720413,J155805.76+180444.9,2170,53875,633,239.52402,18.07916,0.04294,10.605,8.81
47289,251500,J155806.69+180651.9,2170,53875,630,239.52788,18.114422,0.04539,10.87,9.07
47402,720414,J155806.87+223953.3,2171,53557,616,239.52866,22.664814,0.04512,10.433,8.63
39870,257981,J155808.87+070336.1,1727,53859,33,239.53697,7.060039,0.04508,10.553,8.75
38279,251745,J155809.19+161840.7,2196,53534,225,239.53831,16.311325,0.03731,10.395,8.6
47468,720420,J155812.53+211551.5,2173,53874,346,239.55225,21.264317,0.04595,10.15,8.5
28420,255288,J155812.64+251600.9,1655,53523,139,239.55269,25.266916,0.0397,10.012,8.5
38317,251738,J155814.55+173608.9,2196,53534,336,239.56065,17.602495,0.03703,10.408,8.61
38312,255435,J155815.41+174920.3,2196,53534,325,239.56421,17.822317,0.04672,10.083,8.5
47401,252516,J155817.44+224029.1,2171,53557,615,239.5727,22.674768,0.04593,11.1,9.3
38280,252415,J155818.33+162028.6,2196,53534,234,239.57639,16.341284,0.03824,10.576,8.78
21019,251389,J155818.83+273241.3,1391,52817,112,239.57848,27.544813,0.03168,10.18,8.5
47299,720427,J155819.43+212156.1,2171,53557,10,239.581,21.365593,0.04574,10.115,8.5
47418,10112,J155819.53+195803.3,2173,53874,202,239.58139,19.967587,0.03287,11.124,9.32
47399,720430,J155822.43+225415.4,2171,53557,610,239.59348,22.904284,0.04546,10.334,8.53
47294,720431,J155822.76+180357.4,2170,53875,638,239.59485,18.065964,0.04023,10.039,8.5
47295,720433,J155824.77+175754.7,2170,53875,639,239.60324,17.965221,0.04402,10.3,8.5
21190,255295,J155824.90+350852.0,1417,53141,71,239.60378,35.14779,0.04622,10.136,8.5
21169,255296,J155825.37+325807.7,1404,52825,509,239.60574,32.968815,0.04796,10.717,8.92
21243,255297,J155825.51+350907.3,1418,53142,365,239.6063,35.152054,0.04573,10.497,8.7
21235,255298,J155826.07+351036.8,1417,53141,599,239.60864,35.176914,0.04593,10.058,8.5
47487,720435,J155826.10+173531.6,2199,53556,317,239.60876,17.59213,0.03157,10.007,8.5
47292,251501,J155826.39+180222.7,2170,53875,635,239.60999,18.039648,0.04194,10.946,9.15
31586,255299,J155826.65+244843.6,1851,53524,417,239.61107,24.812122,0.04242,10.542,8.74
47296,720436,J155827.94+180854.7,2170,53875,640,239.61644,18.148548,0.04434,10.333,8.53
21244,255302,J155829.16+351129.3,1418,53142,366,239.62152,35.19148,0.04537,10.527,8.73
47315,720438,J155830.09+215300.8,2171,53557,80,239.62541,21.883556,0.0404,10.159,8.5
10755,253592,J155830.27+024128.0,595,52023,172,239.62614,2.691138,0.03218,10.322,8.52
47398,720440,J155831.20+225407.7,2171,53557,606,239.63,22.902142,0.04551,11.089,9.29
21021,251393,J155831.98+272824.1,1391,52817,116,239.63329,27.473377,0.03061,10.088,8.5
47493,255440,J155832.37+175217.2,2199,53556,346,239.63489,17.871471,0.04776,11.103,9.3
38314,255441,J155833.66+175429.4,2196,53534,328,239.64027,17.90818,0.04763,10.475,8.68
47425,720443,J155833.95+201106.5,2173,53874,213,239.64148,20.185139,0.04652,11.075,9.28
29486,254050,J155834.52+093139.1,1728,53228,382,239.64384,9.52754,0.04611,10.814,9.01
47500,720444,J155834.67+175719.5,2199,53556,358,239.64445,17.95542,0.04785,10.076,8.5
21048,251397,J155834.80+273705.7,1392,52822,432,239.645,27.618254,0.03127,11.07,9.27
31568,255307,J155835.00+231735.7,1851,53524,291,239.64586,23.293257,0.04148,10.135,8.5
21138,255308,J155836.25+322051.5,1404,52825,106,239.65108,32.34764,0.04816,10.59,8.79
38315,255444,J155837.04+180232.4,2196,53534,330,239.65437,18.042353,0.0472,11.059,9.26
21140,729456,J155837.84+322747.1,1404,52825,119,239.65767,32.46309,0.04816,10.675,8.88
47492,720446,J155838.51+175907.9,2199,53556,345,239.66048,17.985542,0.04857,10.211,8.5
21020,255312,J155840.07+273458.3,1391,52817,113,239.66696,27.582874,0.03113,10.614,8.81
21233,255313,J155840.15+352419.3,1417,53141,592,239.66733,35.40538,0.04556,10.872,9.07
47478,720449,J155840.34+170344.1,2199,53556,282,239.66812,17.062254,0.04524,10.662,8.86
10753,253593,J155843.32+024241.3,595,52023,170,239.68053,2.711482,0.049,10.198,8.5
38285,255446,J155844.80+161024.2,2196,53534,239,239.68668,16.173416,0.04623,10.278,8.5
47491,720457,J155847.15+180120.7,2199,53556,343,239.69647,18.022423,0.04794,10.408,8.61
38311,255448,J155847.84+175915.2,2196,53534,324,239.69936,17.987556,0.04578,10.666,8.87
38278,255449,J155847.93+161512.1,2196,53534,222,239.69975,16.253387,0.03778,10.597,8.8
28441,251408,J155852.06+260808.0,1655,53523,474,239.71693,26.135555,0.03239,10.126,8.5
47485,720458,J155852.87+174614.4,2199,53556,314,239.72032,17.770674,0.04545,10.097,8.5
28408,255323,J155855.67+250521.3,1655,53523,90,239.73196,25.089264,0.04318,10.577,8.78
10759,716486,J155855.79+024833.9,595,52023,179,239.73248,2.80943,0.04678,11.08,9.28
10731,253598,J155856.52+022634.9,595,52023,83,239.7355,2.443038,0.04729,10.94,9.14
28410,255325,J155857.18+245844.7,1655,53523,100,239.73827,24.979109,0.04325,10.046,8.5
38309,255451,J155857.86+180028.6,2196,53534,321,239.74109,18.007963,0.04744,10.035,8.5
47494,720461,J155859.13+180016.4,2199,53556,347,239.74638,18.004572,0.04818,10.484,8.68
47486,720462,J155901.16+174333.1,2199,53556,315,239.75487,17.72588,0.04667,10.328,8.53
38319,255452,J155904.70+175951.4,2196,53534,362,239.7696,17.997637,0.04622,10.427,8.63
47406,720464,J155905.75+194806.8,2173,53874,121,239.77396,19.801905,0.04655,10.428,8.63
10749,253600,J155909.53+024758.4,595,52023,160,239.78973,2.799577,0.04773,11.18,9.38
10747,253601,J155910.12+024856.9,595,52023,158,239.79219,2.815815,0.04795,10.666,8.87
39925,716488,J155910.82+071030.8,1729,53858,354,239.79512,7.175227,0.03654,10.284,8.5
10745,253602,J155913.19+025107.6,595,52023,156,239.805,2.852123,0.04638,10.041,8.5
21049,255333,J155913.52+273940.0,1392,52822,462,239.80637,27.661139,0.03294,10.05,8.5
10740,253604,J155914.68+024521.1,595,52023,147,239.81117,2.755876,0.04589,10.085,8.5
38321,255454,J155915.87+174201.6,2196,53534,367,239.81615,17.700466,0.04322,10.019,8.5
25130,255334,J155916.09+354331.1,1682,53173,311,239.81708,35.725307,0.03131,10.41,8.61
10736,253605,J155917.03+024338.3,595,52023,143,239.82098,2.727313,0.04543,10.224,8.5
10738,253606,J155917.44+024444.3,595,52023,145,239.8227,2.745666,0.04784,10.887,9.09
47409,720465,J155919.20+194853.4,2173,53874,128,239.83003,19.814848,0.04669,10.28,8.5
27077,252898,J155919.97+061729.8,1822,53172,630,239.83324,6.291635,0.03994,10.133,8.5
47501,720466,J155922.24+175838.8,2199,53556,359,239.8427,17.97745,0.04654,10.194,8.5
10748,253608,J155922.64+024540.5,595,52023,159,239.84435,2.761251,0.04858,10.797,9
27776,255338,J155923.13+290101.5,1578,53496,312,239.84637,29.017096,0.03069,10.422,8.62
10801,253432,J155924.60+033220.4,595,52023,572,239.85251,3.539018,0.03271,10.789,8.99
47477,720468,J155924.72+171657.0,2199,53556,264,239.85303,17.282515,0.04771,10.005,8.5
10793,253609,J155926.32+025632.2,595,52023,517,239.8597,2.942305,0.0401,10.53,8.73
28443,255341,J155927.85+250526.3,1656,53533,351,239.86607,25.09065,0.04246,10.024,8.5
25127,255344,J155928.50+355733.1,1682,53173,276,239.86879,35.959217,0.04493,10.304,8.5
47405,720470,J155928.62+201303.1,2173,53874,97,239.8693,20.21755,0.04914,10.378,8.58
47504,720471,J155929.30+180305.8,2199,53556,397,239.87209,18.051628,0.04628,10.533,8.73
47503,255455,J155934.37+175810.6,2199,53556,394,239.89323,17.969622,0.03666,10.034,8.5
47506,720472,J155934.92+175951.5,2199,53556,400,239.89552,17.997639,0.04598,10.905,9.11
31562,255357,J155942.40+231022.4,1851,53524,259,239.92668,23.172892,0.04093,10.793,8.99
47502,720476,J155948.26+180515.1,2199,53556,386,239.9511,18.087545,0.0476,10.282,8.5
10741,251420,J155949.69+024001.9,595,52023,148,239.95706,2.667204,0.03334,11.033,9.23
28415,255363,J155951.33+255452.7,1655,53523,116,239.96388,25.914639,0.04449,10.073,8.5
28416,251425,J155951.61+255626.3,1655,53523,119,239.96506,25.940641,0.04466,11.104,9.3
31560,255365,J155957.28+231640.3,1851,53524,246,239.98868,23.277885,0.04597,10.601,8.8
47475,715162,J155957.36+154941.3,2197,53555,300,239.98903,15.828148,0.03625,10.376,8.58
27807,255366,J155959.13+303424.0,1579,53473,592,239.9964,30.573334,0.03116,10.56,8.76
31561,255369,J155959.91+231800.8,1851,53524,249,239.99963,23.300224,0.04527,10.354,8.55
10816,320944,J220000.82+112429.8,734,52224,133,330.00345,11.4083,0.04524,10.118,8.5
10814,320947,J220029.82+112248.6,734,52224,81,330.12424,11.380193,0.03127,10.265,8.5
10815,310254,J220038.55+112227.6,734,52224,85,330.16068,11.374337,0.03137,10.516,8.72
10817,320954,J220120.93+121148.1,734,52224,143,330.33722,12.196697,0.02912,10.61,8.81
10819,310257,J220141.63+115124.4,734,52224,149,330.4235,11.856781,0.02984,11.329,9.53
10827,320956,J220147.39+131228.5,734,52224,523,330.44748,13.207924,0.03009,10.106,8.5
10809,320959,J220203.55+112724.2,734,52224,58,330.51483,11.45673,0.04503,10.18,8.5
10806,320961,J220239.16+112802.9,734,52224,49,330.66318,11.467479,0.03629,10.431,8.63
10855,320005,J220307.19+125700.0,735,52519,353,330.78,12.950001,0.02807,10.572,8.77
10831,320007,J220322.59+123857.6,734,52224,583,330.84415,12.649342,0.02731,10.462,8.66
10856,320009,J220330.28+123938.9,735,52519,356,330.8762,12.660825,0.02636,10.781,8.98
10813,320971,J220358.03+115421.2,734,52224,80,330.99182,11.905915,0.02681,10.551,8.75
1645,729665,J220401.81+003504.3,373,51788,381,331.00757,0.584554,0.04928,10.734,8.93
10836,320012,J220419.41+125806.2,734,52224,613,331.0809,12.968391,0.02739,10.69,8.89
1643,320014,J220425.31+004255.6,373,51788,376,331.10547,0.715446,0.04263,11.163,9.36
1644,321395,J220448.29+004917.5,373,51788,377,331.2012,0.821529,0.04847,10.027,8.5
10837,320975,J220450.67+124629.6,734,52224,621,331.21112,12.774912,0.0496,10.268,8.5
1642,729669,J220457.51+005042.0,373,51788,374,331.23965,0.845007,0.04855,10.169,8.5
1651,729672,J220510.32+002012.9,373,51788,423,331.293,0.336938,0.043,10.035,8.5
10850,320979,J220538.79+122521.3,735,52519,279,331.41165,12.422603,0.0355,10.283,8.5
1648,320024,J220620.51+010715.7,373,51788,402,331.58548,1.121033,0.04848,11.254,9.45
16352,321397,J220623.78+010706.6,1105,52937,448,331.5991,1.11852,0.04815,10.455,8.66
1649,729674,J220624.37+010644.9,373,51788,410,331.6016,1.112488,0.04931,10.111,8.5
21251,321399,J220634.97+000327.6,1475,52903,475,331.64572,0.05768,0.04657,10.727,8.93
16353,321399,J220635.08+000323.1,1105,52937,465,331.64618,0.05645,0.04613,10.713,8.91
1654,729675,J220638.45+011036.7,373,51788,443,331.66025,1.176878,0.04896,11.052,9.25
16350,321396,J220656.01+011403.2,1105,52937,443,331.7334,1.23424,0.04947,10.713,8.91
1656,729676,J220656.03+011329.7,373,51788,449,331.73346,1.224921,0.04869,10.506,8.71
10863,320990,J220848.81+132152.9,735,52519,450,332.20337,13.364722,0.02748,10.475,8.68
10867,320992,J220918.56+133048.5,735,52519,524,332.32733,13.513481,0.0272,10.063,8.5
10864,320059,J220955.51+124905.0,735,52519,518,332.48132,12.818058,0.03582,10.331,8.53
1668,729682,J221108.92+005009.5,374,51791,323,332.78717,0.835995,0.04084,10.055,8.5
10841,320995,J221111.69+114802.6,735,52519,44,332.7987,11.800734,0.02703,10.363,8.56
10891,320824,J221149.23+135803.6,736,52221,328,332.95514,13.967691,0.02621,10.26,8.5
1667,620017,J221152.91+000631.2,373,51788,640,332.9705,0.108692,0.03328,11.026,9.23
10887,320642,J221206.44+135705.4,736,52221,323,333.02686,13.951514,0.02666,10.239,8.5
10888,320641,J221210.26+135703.5,736,52221,324,333.04276,13.950991,0.02787,10.019,8.5
10885,320997,J221212.48+121218.6,736,52221,286,333.05203,12.205193,0.02753,10.042,8.5
1679,729688,J221217.38+001605.4,374,51791,430,333.07242,0.268185,0.04474,10.753,8.95
10889,320639,J221236.07+140103.9,736,52221,325,333.15033,14.017773,0.02661,10.455,8.66
10890,320080,J221241.31+140434.4,736,52221,326,333.17215,14.076233,0.0252,10.354,8.55
10844,320999,J221253.09+122158.7,735,52519,75,333.22122,12.366318,0.02708,10.165,8.5
10901,320796,J221315.50+135901.9,736,52221,380,333.3146,13.983865,0.02704,10.105,8.5
1677,729697,J221317.84+002744.7,374,51791,427,333.32434,0.462417,0.04411,10.076,8.5
10872,320828,J221321.50+132611.3,735,52519,601,333.3396,13.43648,0.0281,10.48,8.68
10896,321007,J221336.49+134020.7,736,52221,350,333.40207,13.672439,0.02779,10.133,8.5
10895,320088,J221346.52+134726.6,736,52221,349,333.44385,13.790741,0.02521,10.9,9.1
1676,729700,J221353.35+004143.8,374,51791,415,333.47232,0.695518,0.0428,10.547,8.75
10907,11953,J221355.96+134519.3,736,52221,396,333.4832,13.755377,0.02539,10.631,8.83
1675,320093,J221420.82+010107.4,374,51791,402,333.5868,1.018726,0.02965,10.659,8.86
10918,320094,J221421.77+135711.1,736,52221,416,333.59073,13.953097,0.02611,10.781,8.98
10884,320833,J221430.63+130444.9,736,52221,277,333.62762,13.079154,0.02574,10.474,8.67
10913,11958,J221444.99+135047.5,736,52221,408,333.68747,13.846532,0.0262,10.9,9.1
1681,729704,J221459.54+010110.5,374,51791,442,333.7481,1.019587,0.04189,10.306,8.51
1682,729705,J221500.37+004814.2,374,51791,448,333.75156,0.803972,0.044,10.787,8.99
1690,729706,J221526.07+000423.9,374,51791,516,333.85867,0.073314,0.04518,10.587,8.79
10942,321029,J221530.28+134023.4,736,52221,473,333.87616,13.673173,0.02507,10.041,8.5
10943,320837,J221540.59+133616.9,736,52221,474,333.91913,13.60471,0.02754,10.226,8.5
10944,321033,J221543.66+134252.3,736,52221,476,333.93195,13.71454,0.02616,10.051,8.5
10933,320527,J221552.59+140446.0,736,52221,446,333.96915,14.079457,0.02536,10.187,8.5
10950,321036,J221559.51+132715.3,736,52221,500,333.99796,13.454274,0.02542,10.208,8.5
10949,321037,J221600.51+130851.8,736,52221,491,334.00214,13.14773,0.02619,10.326,8.53
10948,321043,J221636.89+131514.4,736,52221,483,334.15372,13.254009,0.02581,10.016,8.5
10953,320838,J221652.39+132533.5,736,52221,516,334.21832,13.425976,0.0256,10.211,8.5
10952,320839,J221657.95+133235.0,736,52221,506,334.2415,13.543072,0.02619,10.467,8.67
1696,729711,J221741.61+000907.5,375,52140,356,334.4234,0.152089,0.04506,10.394,8.59
10879,321045,J221750.25+125941.7,736,52221,120,334.4594,12.99493,0.03598,10.047,8.5
10979,320144,J221859.40+131114.8,737,52518,351,334.74753,13.187463,0.02683,10.331,8.53
10980,321060,J222253.07+132659.2,737,52518,468,335.72113,13.449801,0.03606,10.381,8.58
10968,321061,J222328.87+115426.8,737,52518,123,335.87033,11.907453,0.0293,10.311,8.51
1726,320209,J222614.62+004004.0,376,52143,382,336.56094,0.667801,0.0364,10.829,9.03
27300,321400,J223033.17+010132.5,673,52162,521,337.63824,1.025708,0.03691,10.958,9.16
1733,729761,J223046.98+010948.0,376,52143,442,337.69577,1.163341,0.04714,10.235,8.5
27301,321402,J223107.24+010615.9,673,52162,537,337.78018,1.104373,0.03761,10.783,8.98
1762,729770,J223128.82+011053.7,376,52143,529,337.8701,1.181594,0.0367,10.675,8.88
10990,321079,J223137.59+130343.2,738,52521,230,337.90665,13.062004,0.03675,10.356,8.56
1770,729775,J223149.84+002649.9,376,52143,550,337.9577,0.447207,0.04874,10.682,8.88
1761,321373,J223158.84+011102.3,376,52143,528,337.99518,1.18399,0.03693,10.341,8.54
1767,12068,J223207.26+000213.3,376,52143,545,338.03027,0.037055,0.03893,11.03,9.23
1768,729779,J223219.47+000056.7,376,52143,546,338.08115,0.01575,0.03855,10.548,8.75
10985,321084,J223407.83+123415.9,738,52521,100,338.53265,12.571098,0.04949,10.785,8.99
16334,321375,J223425.20+003803.2,1101,52621,387,338.605,0.63425,0.03906,10.479,8.68
11016,321090,J223619.86+141852.3,739,52520,385,339.0828,14.314534,0.0375,10.248,8.5
11013,321092,J223650.63+143055.6,739,52520,339,339.211,14.515462,0.03583,10.199,8.5
11015,320916,J223701.58+142417.4,739,52520,378,339.2566,14.404839,0.03667,10.764,8.96
11004,320276,J223707.71+141354.9,738,52521,633,339.28217,14.231936,0.03761,10.759,8.96
11003,321095,J223715.17+141551.3,738,52521,616,339.31323,14.264271,0.03673,10.294,8.5
11019,321097,J223810.59+142626.1,739,52520,405,339.54413,14.440592,0.03599,10.054,8.5
11024,321106,J224035.27+135838.2,739,52520,504,340.147,13.977297,0.03672,10.303,8.5
11041,321112,J224237.97+132844.5,740,52263,317,340.65823,13.479047,0.03729,10.027,8.5
27335,321403,J224540.26+003944.2,675,52590,509,341.4178,0.662328,0.0485,10.963,9.16
1862,729863,J224554.25+003014.3,378,52146,516,341.47607,0.503989,0.04932,10.343,8.54
1866,729867,J224615.61+004748.9,378,52146,531,341.56506,0.796941,0.04896,10.267,8.5
1868,729869,J224624.13+004624.6,378,52146,537,341.60056,0.773505,0.04891,11.131,9.33
1870,729870,J224640.96+003236.2,378,52146,556,341.6707,0.543407,0.04932,10.539,8.74
27338,729871,J224648.70+005056.5,675,52590,569,341.70294,0.849032,0.04944,10.254,8.5
1869,321376,J224737.08+002306.0,378,52146,551,341.9045,0.385003,0.03609,10.425,8.63
11049,321131,J224912.74+141200.2,740,52263,496,342.3031,14.200074,0.03862,10.88,9.08
1877,729881,J224923.88+005006.7,378,52146,611,342.34952,0.83521,0.04884,10.369,8.57
1884,729882,J224948.89+005742.5,379,51789,324,342.4537,0.961827,0.04906,10.587,8.79
11055,321143,J225026.03+145510.3,740,52263,567,342.6085,14.919548,0.02746,10.451,8.65
27348,729886,J225143.15+002454.9,676,52178,473,342.9298,0.415271,0.02607,10.767,8.97
1883,729903,J225336.34+000347.4,379,51789,200,343.40143,0.063171,0.04211,10.335,8.54
11092,320436,J225503.10+131313.7,741,52261,213,343.76294,13.220487,0.03254,10.979,9.18
11086,320855,J225524.42+131453.8,741,52261,131,343.85175,13.248284,0.03285,10.426,8.63
11087,320565,J225525.96+125539.3,741,52261,132,343.8582,12.927598,0.0376,10.882,9.08
1881,729913,J225546.57+000338.5,379,51789,113,343.94406,0.060699,0.047,10.021,8.5
11080,320859,J225608.33+130337.9,741,52261,89,344.0347,13.06054,0.02901,10.098,8.5
11103,321168,J225634.94+145311.6,741,52261,577,344.14563,14.886576,0.03179,10.462,8.66
11071,320866,J225726.69+130005.9,741,52261,55,344.36124,13.001654,0.02568,10.556,8.76
11105,320738,J225812.48+145057.3,741,52261,616,344.55203,14.849257,0.03027,10.375,8.58
11155,320479,J225834.29+151022.0,742,52263,321,344.6429,15.172787,0.03084,10.7,8.9
11148,321184,J225900.17+132951.6,742,52263,261,344.75076,13.497688,0.02871,10.209,8.5
11151,320485,J225902.32+134848.6,742,52263,278,344.7597,13.813515,0.02929,10.135,8.5
11159,320488,J225926.53+150905.8,742,52263,366,344.86057,15.151615,0.03793,10.656,8.86
11149,320490,J225935.84+140522.3,742,52263,272,344.89935,14.089543,0.02571,10.232,8.5
11146,321188,J225936.26+132211.4,742,52263,259,344.9011,13.36986,0.034,10.862,9.06
11145,321189,J225936.54+131747.7,742,52263,252,344.90225,13.296594,0.0337,10.283,8.5
11125,332354,J230052.85+131040.0,742,52263,124,345.2202,13.177796,0.02721,10.203,8.5
11126,332360,J230111.07+130932.5,742,52263,135,345.29617,13.159043,0.04836,10.751,8.95
11169,320513,J230128.30+143604.9,742,52263,481,345.36795,14.601381,0.04045,10.854,9.05
11132,332366,J230146.58+133218.8,742,52263,169,345.4441,13.538564,0.03409,10.62,8.82
1934,729929,J230149.01+003531.2,380,51792,509,345.45425,0.592023,0.04202,10.519,8.72
11173,332370,J230211.72+142829.0,742,52263,497,345.54883,14.474745,0.03214,10.869,9.07
11230,332374,J230233.35+140255.0,743,52262,308,345.63895,14.048617,0.03892,10.547,8.75
11112,330002,J230240.30+131944.6,742,52263,52,345.66794,13.329071,0.02765,10.815,9.02
1937,333241,J230253.24+010739.2,380,51792,561,345.72186,1.127571,0.0259,10.343,8.54
11231,332380,J230307.96+135327.4,743,52262,318,345.78317,13.890948,0.03413,10.061,8.5
11120,332386,J230343.06+135535.5,742,52263,116,345.92944,13.926541,0.02706,10.405,8.61
11234,332391,J230408.19+150603.9,743,52262,344,346.03412,15.101111,0.03827,10.904,9.1
11233,332393,J230410.27+150454.6,743,52262,343,346.04282,15.081855,0.03756,10.53,8.73
1947,729937,J230507.64+004934.5,381,51811,333,346.2818,0.826276,0.0422,10.435,8.64
1948,12346,J230512.55+005003.8,381,51811,339,346.30234,0.834419,0.02519,10.577,8.78
11109,332401,J230518.28+133437.0,742,52263,28,346.32617,13.576952,0.04805,11.053,9.25
11240,332408,J230556.38+143918.5,743,52262,397,346.48495,14.655151,0.03525,10.503,8.7
