GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,z,MASS_P50,HIMASS_LIM
55296,718404,J101011.04+222957.2,2364,53737,562,152.54604,22.499233,0.04881,10.158,8.5
8542,204268,J101014.51+031009.7,573,52325,53,152.56049,3.169372,0.04516,10.065,8.5
54078,721958,J101020.83+244828.4,2347,53757,127,152.5868,24.807905,0.04682,10.816,9.02
5106,204492,J101021.04+021051.1,502,51957,465,152.5877,2.180883,0.04563,11.005,9.21
53769,718407,J101023.49+230338.6,2343,53735,102,152.59792,23.060747,0.04488,10.538,8.74
54143,200134,J101026.34+285845.4,2348,53757,470,152.60979,28.979292,0.03404,10.173,8.5
34094,206158,J101031.19+350047.0,1954,53357,304,152.63,35.013073,0.03852,10.957,9.16
22923,200136,J101031.35+100232.6,1597,52999,298,152.63065,10.042394,0.03167,10.981,9.18
14897,201302,J101034.96+061002.3,996,52641,145,152.6457,6.167311,0.03127,10.78,8.98
22927,202500,J101039.29+113645.3,1597,52999,327,152.66374,11.612592,0.04264,10.572,8.77
18811,201305,J101040.52+073436.7,1237,52762,249,152.66884,7.576872,0.02713,10.282,8.5
33897,206161,J101041.39+354448.5,1951,53389,582,152.67245,35.74682,0.03827,10.318,8.52
55346,718411,J101041.94+212233.9,2365,53739,305,152.67479,21.3761,0.04121,10.412,8.61
53828,721964,J101044.40+245225.6,2343,53735,568,152.68501,24.873789,0.04736,10.182,8.5
33988,200874,J101045.45+331653.4,1952,53378,532,152.6894,33.28152,0.02753,10.18,8.5
26283,202962,J101054.35+132317.0,1745,53061,461,152.7265,13.388065,0.03348,10.171,8.5
18830,202197,J101100.68+085920.7,1237,52762,384,152.75285,8.989099,0.03204,10.275,8.5
8535,204270,J101101.28+031329.7,573,52325,14,152.75536,3.224938,0.04468,10.936,9.14
18814,203435,J101101.66+073916.5,1237,52762,260,152.75694,7.6546,0.04573,10.056,8.5
53834,721967,J101101.84+242801.5,2343,53735,617,152.7577,24.46709,0.04663,10.458,8.66
18820,203257,J101104.05+080330.5,1237,52762,312,152.76689,8.058498,0.04992,10.256,8.5
5074,200972,J101105.23+011326.7,502,51957,126,152.77184,1.224095,0.03315,10.313,8.51
55928,718418,J101107.95+194428.5,2372,53768,615,152.78314,19.741255,0.02892,10.332,8.53
8534,204271,J101113.44+031452.5,573,52325,10,152.806,3.247928,0.04616,10.211,8.5
54029,721973,J101116.79+242352.7,2346,53734,360,152.82,24.398,0.04677,10.558,8.76
14894,201309,J101119.61+055347.5,996,52641,104,152.83173,5.896546,0.03141,10.713,8.91
5105,204272,J101123.55+030803.8,502,51957,445,152.84813,3.134403,0.04588,10.262,8.5
33851,206171,J101126.60+344212.5,1951,53389,63,152.86086,34.703484,0.03874,10.411,8.61
33901,206172,J101129.13+351704.0,1951,53389,598,152.8714,35.284473,0.0384,10.088,8.5
54025,721975,J101132.63+241827.1,2346,53734,313,152.88596,24.30754,0.04674,10.337,8.54
18827,202198,J101135.10+091421.9,1237,52762,371,152.89626,9.239434,0.02773,10.337,8.54
8621,204274,J101137.53+031714.7,574,52355,283,152.9064,3.287417,0.04494,10.452,8.65
8581,204066,J101142.68+044902.4,573,52325,602,152.92786,4.81735,0.02871,10.117,8.5
8623,204276,J101151.74+031720.2,574,52355,298,152.96562,3.288962,0.04616,10.389,8.59
8536,715620,J101154.89+032231.7,573,52325,17,152.97871,3.375473,0.04772,10.372,8.57
53831,718430,J101154.98+235159.2,2343,53735,591,152.97913,23.866465,0.04711,10.64,8.84
33993,200152,J101156.54+294008.6,1953,53358,39,152.98561,29.669077,0.04865,10.174,8.5
8532,201311,J101200.82+032111.0,573,52325,4,153.00343,3.353077,0.04539,11.052,9.25
8537,715622,J101203.28+032011.7,573,52325,20,153.01367,3.336602,0.04694,10.719,8.92
8540,204279,J101208.41+033336.8,573,52325,28,153.03505,3.560241,0.04648,10.409,8.61
33992,200154,J101215.33+293401.5,1953,53358,26,153.06387,29.567087,0.04854,10.562,8.76
26243,202736,J101216.79+124305.0,1745,53061,194,153.06999,12.718072,0.04287,10.964,9.16
8615,204282,J101227.44+033335.5,574,52355,258,153.11435,3.559864,0.04674,10.139,8.5
33898,206191,J101228.10+353057.3,1951,53389,586,153.11711,35.51592,0.03638,10.524,8.72
8541,204283,J101229.07+033547.4,573,52325,30,153.12115,3.596504,0.04642,10.016,8.5
22935,200157,J101229.20+112718.1,1597,52999,415,153.12169,11.455053,0.04264,10.32,8.52
8539,204284,J101229.38+033444.5,573,52325,27,153.12244,3.579047,0.04567,10.004,8.5
55967,718437,J101232.10+200003.7,2373,53768,412,153.13377,20.00103,0.02858,10.459,8.66
8638,201100,J101241.44+044918.4,574,52355,383,153.17267,4.821798,0.03136,10.639,8.84
54150,200158,J101241.60+291832.7,2348,53757,526,153.17336,29.309105,0.04947,11.122,9.32
54147,200159,J101245.08+290307.7,2348,53757,512,153.18784,29.052166,0.04963,10.578,8.78
33997,206199,J101246.43+300524.2,1953,53358,86,153.19347,30.09006,0.04935,10.077,8.5
22940,202507,J101248.59+110659.9,1597,52999,434,153.20248,11.116655,0.04306,10.519,8.72
22938,202508,J101249.60+110604.7,1597,52999,428,153.20668,11.101323,0.04198,10.338,8.54
18805,203259,J101303.88+080255.2,1237,52762,183,153.26617,8.048688,0.04593,10.336,8.54
54148,200165,J101304.89+293353.4,2348,53757,521,153.27042,29.564852,0.04892,10.692,8.89
33903,727632,J101305.81+351655.2,1951,53389,623,153.27422,35.28201,0.03809,10.786,8.99
34088,206200,J101306.97+351846.6,1954,53357,249,153.27908,35.31297,0.03788,10.812,9.01
33998,206202,J101308.54+300820.4,1953,53358,93,153.28561,30.139017,0.04927,10.439,8.64
8618,204286,J101308.83+033717.5,574,52355,271,153.28682,3.621537,0.04648,10.319,8.52
56014,201119,J101309.81+201602.0,2374,53765,349,153.2909,20.267223,0.02919,10.292,8.5
26241,200170,J101312.52+123927.5,1745,53061,178,153.30219,12.657649,0.03169,10.381,8.58
55965,718451,J101313.18+200946.1,2373,53768,409,153.30495,20.162823,0.02859,10.167,8.5
54153,200167,J101319.90+285925.1,2348,53757,547,153.33292,28.990334,0.0497,10.76,8.96
34057,201763,J101322.54+314439.9,1953,53358,622,153.34393,31.744423,0.02626,10.218,8.5
8634,203877,J101324.41+050131.7,574,52355,371,153.35175,5.025476,0.04642,10.13,8.5
34101,727634,J101327.61+355718.2,1954,53357,413,153.36508,35.955067,0.0389,10.483,8.68
18798,203440,J101329.66+075415.5,1237,52762,122,153.3736,7.904333,0.04576,11.22,9.42
55973,718457,J101330.99+195439.6,2373,53768,488,153.37914,19.91101,0.02879,10.427,8.63
56012,5509,J101332.43+201031.4,2374,53765,344,153.38515,20.175396,0.02788,10.829,9.03
18799,203441,J101334.44+075423.7,1237,52762,131,153.39352,7.906606,0.04535,10.203,8.5
53755,718458,J101335.18+233400.2,2343,53735,35,153.3966,23.566744,0.03779,10.103,8.5
18801,203442,J101335.72+075039.8,1237,52762,139,153.39885,7.844409,0.04629,10.663,8.86
55939,718461,J101340.42+190044.7,2373,53768,144,153.41844,19.012424,0.04366,10.08,8.5
53754,718462,J101344.54+233312.6,2343,53735,33,153.4356,23.55351,0.04511,10.258,8.5
54151,200175,J101348.08+293248.1,2348,53757,530,153.45036,29.546698,0.04879,10.477,8.68
18793,203443,J101356.24+074545.9,1237,52762,87,153.48438,7.762753,0.04422,10.191,8.5
14952,203879,J101356.85+052044.4,997,52734,292,153.4869,5.345692,0.04202,10.481,8.68
54154,200181,J101358.93+293900.9,2348,53757,562,153.49554,29.650255,0.0495,10.496,8.7
34126,727637,J101410.57+342034.8,1955,53442,354,153.54407,34.343,0.0376,10.337,8.54
14962,201319,J101418.44+063046.4,997,52734,398,153.57686,6.512897,0.02811,10.049,8.5
8635,202066,J101421.82+050408.9,574,52355,375,153.59093,5.069159,0.04585,10.935,9.14
55935,200196,J101422.68+182650.6,2373,53768,46,153.59454,18.447401,0.04409,10.458,8.66
8646,715623,J101425.02+045333.8,574,52355,414,153.60426,4.892743,0.04601,10.689,8.89
34054,206222,J101432.41+304320.4,1953,53358,576,153.63509,30.72235,0.04798,10.653,8.85
8648,203884,J101442.51+045704.9,574,52355,416,153.67712,4.951376,0.04523,10.034,8.5
26234,200202,J101446.54+123547.2,1745,53061,154,153.69392,12.596472,0.0405,10.563,8.76
55342,718473,J101447.22+211509.0,2365,53739,223,153.6968,21.252502,0.03809,10.628,8.83
26290,200203,J101451.09+132019.3,1745,53061,546,153.7129,13.338702,0.03916,10.346,8.55
14886,203648,J101452.48+061851.9,996,52641,33,153.71867,6.314438,0.04569,10.425,8.63
8645,203885,J101458.66+051927.8,574,52355,404,153.74445,5.324392,0.04524,10.082,8.5
55979,718476,J101502.65+203012.5,2373,53768,566,153.76108,20.503475,0.02844,10.059,8.5
14951,201323,J101502.67+054036.9,997,52734,285,153.76112,5.676918,0.02864,10.412,8.61
8654,204078,J101506.53+044935.3,574,52355,469,153.7772,4.826494,0.04602,10.22,8.5
54375,200205,J101511.16+292746.6,2351,53772,346,153.79652,29.462955,0.04153,10.492,8.69
22943,200210,J101515.59+104838.9,1597,52999,499,153.81499,10.81081,0.03108,10.133,8.5
14948,201326,J101516.66+052313.0,997,52734,250,153.81944,5.386952,0.03124,10.557,8.76
18790,203448,J101528.04+074920.1,1237,52762,60,153.86685,7.822272,0.04748,10.435,8.64
14944,203649,J101531.79+060142.7,997,52734,229,153.88248,6.028539,0.04982,10.342,8.54
8597,204289,J101532.56+032210.0,574,52355,126,153.8857,3.36945,0.04576,10.23,8.5
208,204899,J101545.47+001634.7,271,51883,356,153.93947,0.276313,0.04548,10.38,8.58
55329,718482,J101547.48+205832.1,2365,53739,136,153.94788,20.975603,0.03796,10.249,8.5
56010,718483,J101547.79+205810.7,2374,53765,338,153.94914,20.969643,0.03822,10.212,8.5
14949,203887,J101548.04+054624.8,997,52734,258,153.9502,5.773574,0.032,10.02,8.5
55338,718485,J101548.62+214452.5,2365,53739,178,153.95262,21.747923,0.03806,10.027,8.5
55337,718487,J101549.46+213611.1,2365,53739,170,153.9561,21.603092,0.03769,10.064,8.5
8608,204080,J101559.46+041052.9,574,52355,169,153.99779,4.181371,0.04581,10.522,8.72
8652,200217,J101559.94+045717.2,574,52355,458,153.99977,4.954791,0.03198,10.408,8.61
14943,201331,J101600.20+061505.2,997,52734,223,154.00085,6.251446,0.04583,11.329,9.53
18796,203264,J101602.58+082725.3,1237,52762,107,154.01076,8.457028,0.03907,10.033,8.5
